case	stub_va	table_va	table_delta	template_fn_va	fn_size	class_name	prop_members	fn_members
789	0x158bff0	0x565d7a4	-67963744	0x1631af8	None	SkillOperateResObject	iControlPatternTemplateID0;iControlPatternTemplateID1;iUXPatternID;iUXCameraID;iSkillType;iCanAutoAttack;iInterruptFollow;iCanQuickCastOnNoTarget;iNoForwardChangeBeforeCast;iCancelDisable;iInQueueLifeSpan;iCooldownBufferLifespan;iButtonTemplateID1;iFPTemplateID1;iMaxBufferRange;iSkillPrioritySearchRange;iAllowInVisibleTarget;iDoNotSyncTarget;iEnalbeFPOutOfRangeCancel;iEnableJoystickWhenCanNotCast;iDisableTips;iTargetPositionCircleRadius;iReadyQueueTargetFollowDistance;combatType;bChargeSkillIgnoreAbility;farTargetType;forceTargetType;controlActorSelectorType;bIgnoreTargetTooClose;skillForwardType;bMoveJoystickCastSkill;buttonCastSkillType;bIsCastHidingTapSkill;bIsForceContainsSoilder;bIsCancelActionIgnoreAutoAttack;bIsDirectionalNormalSkill;bTapCastRefreshPos;queueUID;isOpenSelectSelf	buffFilter;buffFilter;buffTypeList;buffTypeList;summonMonster;summonMonster
790	0x158bffc	0x565d7a8	-67963732	0x16324f4	572	WorkFlowSerializedObject	dirty;id	parentRes;parentRes
791	0x158c008	0x565d7ac	-67963720	0x1632794	256	GamePlayComponentAssetObject	resID	
792	0x158c014	0x565d7b0	-67963708	0x16328ec	292	LevelVarResObject	varID;custom	
793	0x158c020	0x565d7b4	-67963696	0x1632a74	292	SkillLevelVarResObject	skillVarType;BindingSkillStrengthenRuleType	
794	0x158c02c	0x565d7b8	-67963684	0x1632bfc	292	SkillHurtLimitResObject	groupID;maxHurtValue	
795	0x158c038	0x565d7bc	-67963672	0x1632d84	616	SkillCDTimeRes	time;type;ignoreCDReduce	timeVar;timeVar
796	0x158c044	0x565d7c0	-67963660	0x1633050	256	IntSkillVarUnite	value	
797	0x158c050	0x565d7c4	-67963648	0x16331a8	644	SkillStockResObject	maxVar;initVar;buff;inheritFromSlot	cdVar;cdVar
798	0x158c05c	0x565d7c8	-67963636	0x1633490	256	SkillOperateAssetObject	resID	
799	0x158c068	0x565d7cc	-67963624	0x16335e8	256	FilterAssetObject	resID	
800	0x158c074	0x565d7d0	-67963612	0x1633740	536	FlowAssetObject	baseType	flow;flow
801	0x158c080	0x565d7d4	-67963600	0x16339bc	292	VarUnite	useVar;varID	
802	0x158c08c	0x565d7d8	-67963588	0x1633b44	292	SkillVarUnite	skillId;skillVarType	
803	0x158c098	0x565d7dc	-67963576	0x1633ccc	256	Fix64SkillVarUnite	value	
804	0x158c0a4	0x565d7e0	-67963564	0x1633e24	1096	SkillLevelResObject	consumeValueVar;rangeMaxVar;rangeMinVar;consumeType;consumeType1;consumeValueVar1;castType;targetType;cdLockingProtectTime	ReplaceOperatingMode;ReplaceOperatingMode;castParam;castParam
805	0x158c0b0	0x565d7e4	-67963552	0x16342d0	1984	SkillResObject	isDotSkill;resetPassiveEffectWhenRide;isIgnoreGoldBody;isCanUseInGoldBody;isCanUseInCannon;isCanBreakHide;canExistWhenCharge;forceCallForHelp;ignoreTargetPosWhenUseSkill;isSmoothRotate;isCanUseWhileDead;isForbidWhileZombie;isIgnoreAniStateChange;isBulletSkill;isRushSkill;useRushCdHaste;isAutoChangeReplaceSkill;isAoeSkill;isAttackSkill;isNormalAttackEffect;ignoreCDReduce;cdGroup;cdLockingProtectTime;assistUseSkill;empowerAttack;isAutoUseEmpowerAttack;assistKillFlag;isGetCasterRealm;isForbidInRealm;IgnoreSkillCDInHeadBarLine;useSkillLevelInitVarWhenNoLearn;functionType;skillType;aiMark;maxLevel;normalAttackType;delayDeleteTime;usbSkillFlag;skillActorEventDispatchMask;sylasStealType;canConsistBackHome	compAsset;compAsset
806	0x158c0bc	0x565d7e8	-67963540	0x1634af4	1576	ActorSkill_DC	skillOp;replaceSkillOp;minRange;castType;skillType;targetType;dcID	res;res;levelRes;levelRes;selectionFilter;selectionFilter;indicatorName;indicatorName
807	0x158c0c8	0x565d7ec	-67963528	0x1635180	608	SkillStateMgr	currnetState;currentStateStartFrameCount;previousStateStartFrameCount	actor;actor
808	0x158c0d4	0x565d7f0	-67963516	0x1635444	800	FlowVariableDomain	_sharedPtrRefCount	m_parentDomain;m_parentDomain;heroFlowObject;heroFlowObject
809	0x158c0e0	0x565d7f4	-67963504	0x16357c8	888	ParallelFlowNodeRes	id;ignore;position	name;name;variables;variables
810	0x158c0ec	0x565d7f8	-67963492	0x1635ba4	800	ParallelFlowNode	m_refInvoking	nodeRes;nodeRes;m_nodeMgr;m_nodeMgr
811	0x158c0f8	0x565d7fc	-67963480	0x1635f28	484	HeroFlowObject		useObj;useObj
812	0x158c104	0x565d800	-67963468	0x1636170	1144	ParallelFlowRes	maxRefInvokingCount;infinity;duration	variables;variables;heroFlowObject;heroFlowObject;nodes;nodes
813	0x158c110	0x565d804	-67963456	0x163664c	1072	ParallelFlow	elaspedTime	flowRes;flowRes;m_varDomain;m_varDomain;m_eventMgr;m_eventMgr
814	0x158c11c	0x565d808	-67963444	0x1636ae0	256	SkinFieldInfo	skinFieldValue	
815	0x158c128	0x565d80c	-67963432	0x1636c38	580	SkinFlowAction	flowObjId;discardInSkin	fieldInfos;fieldInfos
816	0x158c134	0x565d810	-67963420	0x1636ee0	256	FlowObject	id	
817	0x158c140	0x565d814	-67963408	0x1637038	284	FlowTransition	myNode;toNode	
818	0x158c14c	0x565d818	-67963396	0x16371b8	1160	FlowNode	canLoopEnter;tickCount;status	flow;flow;transitions;transitions;nextNode;nextNode
819	0x158c158	0x565d81c	-67963384	0x16376a4	364	BulletShaderData	propertyType;paramKey;paramValue;color	
820	0x158c164	0x565d820	-67963372	0x1637874	608	ReflectTransferData	curSkillGuid;sourceObjId;sourceSkillGuid	buffList;buffList
821	0x158c170	0x565d824	-67963360	0x1637b38	880	HeroComponentReflectMgr	damageFixParam;damageType;damageVarSkillID	skillVarReflectSkillDataList;skillVarReflectSkillDataList;reflectShaderDataList;reflectShaderDataList
822	0x158c17c	0x565d828	-67963348	0x1637f0c	1196	ReflectSkillData	curSkillGuid;sourceSkillGuid;createSkillResId;sourceCaster;caster;skinActor;lastReflectCaster;targetPosition;sharedRefCount;refBuffList;refTriggerBuffList;destoryStartTime	reflectSkill;reflectSkill;reflectMgr;reflectMgr
823	0x158c188	0x565d82c	-67963336	0x163841c	None	ActorBuff	idx;isEffectStart;triggerHitEvent;isStopUpdate;isPassiveEffect;objId;refCount;effectNum;maxEffectNum;maxStack;resId;tagResId;level;lifeTimeBase;cdTime;elapsedTimeLastChg;startTime;delayDeltaTime;intervalDeltaTime;effectInterval;elapsedTimeChgTime;lifeTime;effectDelayTime;autoStackTime;autoStackStep;stackReduceTime;stackReduceStep;lastStackTime;bIgnorePlayFlow	flow;flow;parallelFlow;parallelFlow;triggerMagicField;triggerMagicField;__DC;__DC;skillUseObj
824	0x158c194	0x565d830	-67963324	0x1639110	2264	Flow	infinity;active;invokingRefNum;tickCount;_genId;duration;elaspedTime;skillCreateType;actor;listenerNodes;nodes;skinSrc;_stopping;reflectSkillData;triggerReflectData;extraSpeedRate;extraSpeedRateRemain;keepTickRef;skillID	variables;variables;buff;buff;skillUseObj;skillUseObj;bullet;bullet;replaceInfos;replaceInfos
825	0x158c1a0	0x565d834	-67963312	0x1639a4c	484	SharedFlow		flow;flow
826	0x158c1ac	0x565d838	-67963300	0x1639c94	484	LogicFlow		flowVar;flowVar
827	0x158c1b8	0x565d83c	-67963288	0x1639edc	256	SharedFixVector3	rawValue	
828	0x158c1c4	0x565d840	-67963276	0x163a034	484	SharedActor		rawValue;rawValue
829	0x158c1d0	0x565d844	-67963264	0x163a27c	1060	SkillFlow	isCustomOnUseAbility;isDirectCast;isClickCancel;IsIgnoreAttackSpeed;IsIgnoreFaceTarget;IsSkillPreCacCrit;caster;target	flowSpeedFormula;flowSpeedFormula;targetPosition;targetPosition
830	0x158c1dc	0x565d848	-67963252	0x163a704	484	SharedActorList		rawValue;rawValue
831	0x158c1e8	0x565d84c	-67963240	0x163a94c	636	FlowActionPlayAudio_AOC	keepAlive;isSwitchMaterial;audioPlayTarget;audioOffset	audioEventName;audioEventName
832	0x158c1f4	0x565d850	-67963228	0x163ac2c	None	HurtFlags	useSkillPreCrit;ignoreHurtFlash;hurtFlashIndex;showInMiniMap;showSkinAudio;audioDisMod;isForceShowVfx;showInFog;hitOnEdge;attachParent;applyAttackEffect;isHurtSourceSetCaller;ignoreParentRotation;isSecondaryVfx;secondaryVfxAlpha;getCampEffect;lifeTime;eventName;critEventName;audioKeepAlive;isAudioSwitchMaterial;audioPlayTarget;audioPlayTargetActor;chromaLuminanceMul;miniMapVfxPath;faceType;useSpecialTowerBuff;auxAttacker;calWithAuxAttacker;dispatchDmgWithAuxAttacker;useExecuteSoldierRule;flowName;actionId;hurtTypeIndex;skinSrcPrefabReplaceObjId;damageCenter;beBlockedFlag;isMultiHurt;useParentAttackHandler	audioList;audioList;extraFlyTextList;extraFlyTextList;skinSrc;skinSrc
833	0x158c200	0x565d854	-67963216	0x163b620	256	RPNBase	mIsVisi	
834	0x158c20c	0x565d858	-67963204	0x163b778	256	SkillCDNode	fsRemain_first	
835	0x158c218	0x565d85c	-67963192	0x163b8d0	592	SkillCDTrigger	rpn1;rpn2;lastReduceCD	cdNode;cdNode
836	0x158c224	0x565d860	-67963180	0x163bb84	616	CustomInterruptInfo	customType;slotIndex;relation	skillID;skillID
837	0x158c230	0x565d864	-67963168	0x163be50	1336	SkillInterruptInfo	clearReplaceAnims;forceSetCD;showSummonerSpell;breakTriggerCD;hurtBreak;moveStartBreak;moveBreak;showEquipmentSpell;skillRotateAble;rotateAble;moveAble;CDTime;otherEquipRelation;zYHourglassRelation;magnetronEnchanRelation;repulserRelation;teleportRelation;recallRelation;markRelation;flashRelation;houdiniRelation;castleRelation;hextechProtobeltRelation;hextechIceGunRelation;hextechFlashRelation;possessFinishHandle;possessActiveFinishHandle;erLanternReleation;enterCannonReleation;enableCustomInterrupt;isUSBSkill	
838	0x158c23c	0x565d868	-67963156	0x163c3ec	1648	SkillInterrupt	otherEquipRelation;zYHourglassRelation;magnetronEnchanRelation;repulserRelation;teleportRelation;recallRelation;markRelation;flashRelation;houdiniRelation;castleRelation;hextechProtobeltRelation;hextechIceGunRelation;hextechFlashRelation;erLanternReleation;enterCannonReleation;isSetupInterruptInfo;battleMode	skill;skill;actor;actor;curInfo;curInfo
839	0x158c248	0x565d86c	-67963144	0x163cac0	836	SkillNecessaryAbility	matchRunningNecessaryCount;forceAvailableCount	skill;skill;caster;caster
840	0x158c254	0x565d870	-67963132	0x163ce68	256	SkillGemVarParamBase	paramId	
841	0x158c260	0x565d874	-67963120	0x163cfc0	400	SlotGemWhiteDataSet_ItemData	quality;skillGemCategoryID;maxCount;currentWeight;initWeight	
842	0x158c26c	0x565d878	-67963108	0x163d1b4	328	RelateSkillSlotInfo	dstSlotIndex;skillID;uid	
843	0x158c278	0x565d87c	-67963096	0x163d360	436	PendingAddSkillGemInfo	categoryID;quality;count;ignoreGemCount;ignoreReplaceSkill;levelRequirement	
844	0x158c284	0x565d880	-67963084	0x163d578	528	SkillSlotStrengthenInfo	whiteGemStrengthenID	relateInfos;relateInfos
845	0x158c290	0x565d884	-67963072	0x163d7ec	484	VirtualSkillSlotVariant		skill;skill
846	0x158c29c	0x565d888	-67963060	0x163da34	976	SkillStockMgr	isBuffStock;curStock;maxStock;stockCD;oriConfigStockCD;cdTime;oriStockCD;forceUpdateTime;lastReduceCD;isInteractiveSkill;isMod;modCD;ignoreStockCD	skill;skill
847	0x158c2a8	0x565d88c	-67963048	0x163de68	644	SkillSlotVariant	canLevelUp;canAutoAttack;castSkillID;priority	skill;skill
848	0x158c2b4	0x565d890	-67963036	0x163e150	292	SkillSlotForbidInfo	isDominant;dominantSeq	
849	0x158c2c0	0x565d894	-67963024	0x163e2d8	1816	SkillSlot	hideUIRef;forbidStartTime;forbidTime;level;mainID;defaultSkill;currentSkill;orignalSkill;index;skillCdFastRate;skillCdHaste;joystickCd;overrideSkillTagTypes;refreshDynamicSkillStockMgr	stockMgr;stockMgr;owner;owner;virtualSkillVariants;virtualSkillVariants;skillSlotStrengthenInfo;skillSlotStrengthenInfo
850	0x158c2cc	0x565d898	-67963012	0x163ea54	None	ActorSkill	idx;isDashing;globalCrit;isLearn;isQuickOperate;isSecondStageOperate;canBeCast;ignoreSkillHaste;isSkinInitialized;isHexSkill;objId;isCastBackswing;castSuccessFrameCount;level;dataLevel;enhanceLevel;killHeroNum;profilerIndex;resId;bindingGemSkillObjID;levelVarRelatedSkill;bindingGemSkillSlot;hurtHeroNum;rangeHitNum;critDamgeRate;startLockMoveTime;_configCurRange;_curRangeBeforeStrengthenCalc;_curRange;_tolerance;skillConsume;skillConsume1;lastOperHeartBeat;forceSoldierAttackSelectIndex;_configMaxRange;_maxRangeBeforeStrengthenCalc;_maxRange;critRate;chargeTime;castStrength;CD2;CD1;targetPosition;fsRemain;flowSpeed;activeTimestamp;consumeNum;moveForward	skillUseObj;skillUseObj;useObjs;useObjs
851	0x158c2d8	0x565d89c	-67963000	0x1640134	528	SafeRef_ActorSkill	age	reference;reference
852	0x158c2e4	0x565d8a0	-67962988	0x16403a8	1140	SkillUseObj	useGuid;level;isPreCrit;createRealmId;isStop;gemId;generationId;groupOriSkillGuid;copiedSkillGuid;_sharedPtrRefCount	preCalcCriEffectList;preCalcCriEffectList;skinSrc;skinSrc
853	0x158c2f0	0x565d8a4	-67962976	0x1640880	None	Bullet	idx;isFinish;blocked;addLitFowCutReference;isAIDetect;isFixedDecay;isBlind;hitActionTimeDic;skillActorHitMaxTimes;isFirstTickCheck;isDisplayDelete;isAppearExposeVision;resID;hitFinishActorCountRecord;blockedNavHit;velocity;currentSpeed;speedScale;shapeParam2;multiSpeedScale;skillGemSpeedScale;shapeParam1;modifiedSpeedValue;destination;decayRate;delayTime;fowFadeTime;lastTickPosition;initialEmitActorPos;initialPoint;hitPosition;elapsedTimeChgTime;elapsedTimeLastChg;distanceLimit;lastQuaternion;offsetOfTargetActor;targetPosition;jointOffset;targetjointNodeFixPos;hasTargetjointNode	skillUseObj;skillUseObj;fow;fow;controlComponent;controlComponent
854	0x158c2fc	0x565d8a8	-67962964	0x16426ac	484	ActorBulletEmitter		bulletList;bulletList
855	0x158c308	0x565d8ac	-67962952	0x16428f4	328	ActorDieAward	killAwardGoldValue;baseAwardExp;baseAwardMoney	
856	0x158c314	0x565d8b0	-67962940	0x1642aa0	292	ModelScaleData	bodyScale;isChangeCollision	
857	0x158c320	0x565d8b4	-67962928	0x1642c28	1032	ActorLgcRenderer	modelScale;minModelScale;maxModelScale;forceHideAliveVfx;disableGhostShadow;reverType;SumModelScale	modelScaleDic;modelScaleDic;effectModelFlagList;effectModelFlagList
858	0x158c32c	0x565d8b8	-67962916	0x1643094	256	ActorLgcAnim	IsForcePlayControllerAni	
859	0x158c338	0x565d8bc	-67962904	0x16431ec	484	ActorVarMgr		customVarRefActor;customVarRefActor
860	0x158c344	0x565d8c0	-67962892	0x1643434	528	SafeRef_BattleActor	age	reference;reference
861	0x158c350	0x565d8c4	-67962880	0x16436a8	328	HelpMarkerInfo	helpTime;skillID;add	
862	0x158c35c	0x565d8c8	-67962868	0x1643854	484	ActorComponentHelpMarker		markerInfoList;markerInfoList
863	0x158c368	0x565d8cc	-67962856	0x1643a9c	528	ActorComponent	profilerTypeIndex	actor;actor
864	0x158c374	0x565d8d0	-67962844	0x1643d10	328	ActorComponentFightStateMgr	isFightState;fightEnterTime;fightLeaveTime	
865	0x158c380	0x565d8d4	-67962832	0x1643ebc	356	ActorEventMgr_EventDelegateMP	dirty;inInvoke;handlers;swapHandlers	
866	0x158c38c	0x565d8d8	-67962820	0x1644084	None	BattleActor	idx;leashUseBornPosition;isAICtrl;initialEnded;ResID;dcID;flashFrame;tid;skinId;roleId;updateFrameCount;isDestroying	eventDelegates;eventDelegates;fightStateMgr;fightStateMgr;helpMarkerMgr;helpMarkerMgr;varMgr;varMgr;aiConsistVerify;aiConsistVerify;anim;anim;renderer
867	0x158c398	0x565d8dc	-67962808	0x164776c	1352	BattleTeam	camp	homebase;homebase;spring;spring;minions;minions;buildingLaneList;buildingLaneList
868	0x158c3a4	0x565d8e0	-67962796	0x1647d18	None	Battle	neutralTeam;redTeam;blueTeam;judgeTeam;workFlowFrameTime	battleTeamMgr;battleTeamMgr;countdownMgr;countdownMgr;randomGainRuleMgr;randomGainRuleMgr;dataRoot;dataRoot;liteFowCutMgr;liteFowCutMgr;visiFlowMgr;visiFlowMgr;luaMgr;luaMgr;spellBookRandomSkillRuleMgr
869	0x158c3b0	0x565d8e4	-67962784	0x1648800	256	VirtualChampionAssetObject	resID	
870	0x158c3bc	0x565d8e8	-67962772	0x1648958	256	SkillGemCategoryLevelAssetObject	resID	
871	0x158c3c8	0x565d8ec	-67962760	0x1648ab0	256	SharedVariable	reserved	
872	0x158c3d4	0x565d8f0	-67962748	0x1648c08	580	FlowVariableRes	id;reserved	name;name
873	0x158c3e0	0x565d8f4	-67962736	0x1648eb0	484	FlowVariable		variableRes;variableRes
874	0x158c3ec	0x565d8f8	-67962724	0x16490f8	800	SharedEventVarData	type	parallelFlowVar;parallelFlowVar;flowVar;flowVar
875	0x158c3f8	0x565d8fc	-67962712	0x164947c	256	MonsterAssetObject	resID	
876	0x158c404	0x565d900	-67962700	0x16495d4	256	EvacuateDropSchemeAssetObject	resID	
877	0x158c410	0x565d904	-67962688	0x164972c	256	SkillAssetObject	resID	
878	0x158c41c	0x565d908	-67962676	0x1649884	256	BuffAssetObject	resID	
879	0x158c428	0x565d90c	-67962664	0x16499dc	580	FixComponent	enabled;profilerIndex	fixObject;fixObject
880	0x158c434	0x565d910	-67962652	0x1649c84	328	FixTransform	position;rotation;scale	
